Open Time,Open,High,Low,Close,Quote Asset Volume,Open Interest (USD),LSRatio,FearGreedIndex,TwitterIndex
2024-07-18 14:00:00,3466.08,3476.6,3418.0,3430.06,626630077.04429,1066759252.6963986,1.4468,61.0,50.0
2024-07-18 15:00:00,3430.06,3430.47,3382.9,3387.26,839694314.1183,1060161441.5727992,1.4462,61.0,50.0
2024-07-18 16:00:00,3387.25,3419.0,3364.62,3418.88,588762449.006,1035309720.4577992,1.4438,61.0,50.0
2024-07-18 17:00:00,3418.87,3422.67,3396.99,3398.15,295237865.72418,1062564861.5999992,1.454,61.0,50.0
2024-07-18 18:00:00,3398.15,3407.99,3386.33,3404.29,229448608.32641,1056475726.6299996,1.4498,61.0,50.0
2024-07-18 19:00:00,3404.29,3411.61,3383.25,3404.34,187909679.47642,1059066302.5375996,1.4468,61.0,50.0
2024-07-18 20:00:00,3404.34,3414.36,3395.61,3413.06,100124291.78832,1052220411.9319998,1.4486,61.0,50.0
2024-07-18 21:00:00,3413.06,3421.02,3410.99,3419.79,85351921.25408,1049219909.5524994,1.4504,61.0,50.0
2024-07-18 22:00:00,3419.8,3435.28,3418.69,3431.8,165227311.45068,1049806667.5557992,1.451,61.0,50.0
2024-07-18 23:00:00,3431.79,3435.9,3424.0,3424.99,105095668.81733,1049848350.9749995,1.4552,61.0,50.0
2024-07-19 00:00:00,3424.99,3427.14,3400.41,3402.92,201648316.48734,1047123594.4871995,1.4558,60.0,50.0
2024-07-19 01:00:00,3402.92,3414.79,3381.61,3413.67,297854809.80268,1034062475.7617992,1.4522,60.0,50.0
2024-07-19 02:00:00,3413.68,3418.36,3399.37,3405.36,189866030.43092,1043392720.5159996,1.4516,60.0,50.0
2024-07-19 03:00:00,3405.36,3431.74,3403.21,3428.51,365610524.19198,1042822974.1923996,1.4522,60.0,50.0
2024-07-19 04:00:00,3428.5,3432.96,3419.04,3419.67,206620153.27,1044976490.4095995,1.4534,60.0,50.0
2024-07-19 05:00:00,3419.68,3427.07,3414.67,3422.44,111742468.37403,1044802493.5258996,1.454,60.0,50.0
2024-07-19 06:00:00,3422.44,3449.47,3421.22,3438.78,241601633.21807,1050913517.0920995,1.454,60.0,50.0
2024-07-19 07:00:00,3438.79,3439.83,3385.0,3390.59,562705381.01717,1052853673.1365995,1.4534,60.0,50.0
2024-07-19 08:00:00,3390.59,3400.0,3375.25,3393.59,488816611.76168,1019989069.8659998,1.4558,60.0,50.0
2024-07-19 09:00:00,3393.58,3409.92,3381.88,3385.9,261560952.57069,1033393542.8114996,1.4522,60.0,50.0
2024-07-19 10:00:00,3385.9,3409.7,3378.18,3399.54,216350555.59772,1047042787.7813996,1.4534,60.0,50.0
2024-07-19 11:00:00,3399.54,3405.6,3393.03,3402.84,124723263.32372,1030461420.4859996,1.454,60.0,50.0
2024-07-19 12:00:00,3402.84,3416.82,3397.02,3413.3,174382660.5013,1033615987.8799996,1.4516,60.0,50.0
2024-07-19 13:00:00,3413.3,3445.0,3395.08,3435.99,699277829.0719,1029969139.3214996,1.4522,60.0,50.0
2024-07-19 14:00:00,3436.0,3472.18,3428.43,3466.41,756049377.11648,1026500607.9679998,1.4528,60.0,50.0
2024-07-19 15:00:00,3466.41,3473.98,3437.4,3463.59,544682553.16365,1054314552.3599994,1.448,60.0,50.0
2024-07-19 16:00:00,3463.44,3499.0,3463.0,3488.84,714284745.04258,1067142763.5733994,1.4468,60.0,50.0
2024-07-19 17:00:00,3488.84,3514.57,3482.01,3498.7,452724805.95761,1073704190.5821996,1.4414,60.0,50.0
2024-07-19 18:00:00,3498.7,3508.55,3489.65,3501.13,192297362.74798,1075879598.4754992,1.4438,60.0,50.0
2024-07-19 19:00:00,3501.12,3539.38,3501.12,3520.9,606013746.64725,1075184648.0946991,1.4402,60.0,50.0
2024-07-19 20:00:00,3520.9,3522.2,3489.0,3502.63,373608566.85698,1089886361.0249991,1.4498,60.0,50.0
2024-07-19 21:00:00,3502.64,3525.66,3502.42,3510.05,191213987.98127,1063252576.0163991,1.4468,60.0,50.0
2024-07-19 22:00:00,3510.06,3518.31,3503.37,3507.12,131309718.09784,1050141956.9885988,1.4426,60.0,50.0
2024-07-19 23:00:00,3507.12,3514.58,3497.1,3502.18,133663632.36053,1052140495.8622986,1.4438,60.0,50.0
2024-07-20 00:00:00,3502.18,3507.0,3478.47,3483.29,239291848.3984,1058377973.0796984,1.4426,74.0,50.0
2024-07-20 01:00:00,3483.29,3495.53,3478.01,3483.16,117185806.57007,1058896394.2419988,1.4408,74.0,50.0
2024-07-20 02:00:00,3483.16,3494.4,3479.01,3491.85,108692361.25784,1059505676.7149988,1.4426,74.0,50.0
2024-07-20 03:00:00,3491.86,3501.88,3491.41,3493.78,113750198.84882,1065865483.2957988,1.445,74.0,50.0
2024-07-20 04:00:00,3493.77,3506.94,3490.06,3506.28,132457484.1802,1065528356.8631988,1.448,74.0,50.0
2024-07-20 05:00:00,3506.28,3506.55,3494.4,3500.32,89994432.88375,1070107495.7128994,1.4486,74.0,50.0
2024-07-20 06:00:00,3500.33,3503.68,3498.97,3500.01,47787704.9284,1071883815.5204992,1.4504,74.0,50.0
2024-07-20 07:00:00,3500.01,3502.23,3485.7,3485.99,144443214.25906,1072335926.4890996,1.4498,74.0,50.0
2024-07-20 08:00:00,3485.99,3492.99,3479.0,3484.47,163428227.98824,1084415337.3323991,1.451,74.0,50.0
2024-07-20 09:00:00,3484.46,3493.4,3480.0,3482.17,138463756.17988,1094962801.3397994,1.4498,74.0,50.0
2024-07-20 10:00:00,3482.16,3489.28,3478.84,3486.84,118637851.60161,1097919745.8539996,1.4528,74.0,50.0
2024-07-20 11:00:00,3486.84,3490.49,3479.12,3483.39,88777301.26243,1089199015.9465992,1.4498,74.0,50.0
2024-07-20 12:00:00,3483.39,3495.3,3482.55,3490.44,105218406.48569,1090590470.2182992,1.4492,74.0,50.0
2024-07-20 13:00:00,3490.44,3496.86,3479.03,3489.05,173993381.28315,1087302532.9244993,1.4522,74.0,50.0
2024-07-20 14:00:00,3489.04,3507.07,3487.22,3495.7,178944311.21648,1067017717.7204992,1.4534,74.0,50.0
2024-07-20 15:00:00,3495.69,3506.28,3492.75,3501.82,125920125.95507,1068054766.2719992,1.457,74.0,50.0
2024-07-20 16:00:00,3501.83,3512.52,3489.01,3496.87,206499276.32138,1060177880.4830992,1.454,74.0,50.0
2024-07-20 17:00:00,3496.86,3538.38,3490.73,3525.55,556545101.06722,1052998607.9177992,1.4612,74.0,50.0
2024-07-20 18:00:00,3525.56,3536.83,3515.39,3529.3,198094564.99673,1048862643.0645996,1.4558,74.0,50.0
2024-07-20 19:00:00,3529.3,3535.7,3507.07,3513.21,208091057.84061,1067021802.6599998,1.4552,74.0,50.0
2024-07-20 20:00:00,3513.21,3525.26,3513.17,3520.79,82604976.72393,1058006822.9647,1.4546,74.0,50.0
2024-07-20 21:00:00,3520.79,3521.8,3497.35,3513.69,169770684.31711,1061237544.1164,1.4564,74.0,50.0
2024-07-20 22:00:00,3513.7,3521.76,3506.32,3512.6,103398198.37879,1056279259.0539,1.454,74.0,50.0
2024-07-20 23:00:00,3512.59,3520.45,3511.87,3516.03,58149578.59245,1055074530.8832,1.4516,74.0,50.0
2024-07-21 00:00:00,3516.03,3527.9,3502.13,3506.42,144549589.41644,1057566330.341,1.4516,74.0,50.0
2024-07-21 01:00:00,3506.42,3522.0,3505.4,3514.46,83473684.67646,1052986139.0929998,1.454,74.0,50.0
2024-07-21 02:00:00,3514.47,3521.73,3512.46,3512.47,52010986.96122,1057968074.4096,1.4546,74.0,50.0
