Open Time,Open,High,Low,Close,Quote Asset Volume,Open Interest (USD),LSRatio,FearGreedIndex,TwitterIndex
2024-07-18 16:00:00,63500.1,63933.3,63206.4,63535.6,2550647306.458,1722489893.2227008,1.1867,61.0,50.0
2024-07-18 20:00:00,63535.5,64096.3,63413.1,63959.9,1149183905.451,1709424761.5488007,1.1925,61.0,50.0
2024-07-19 00:00:00,63960.0,64348.2,63266.2,64298.0,1963877539.4036,1719133322.8202007,1.2257,60.0,50.0
2024-07-19 04:00:00,64297.9,64469.3,63565.0,63673.9,1805593253.2304,1702468333.8586016,1.2178,60.0,50.0
2024-07-19 08:00:00,63673.9,64165.8,63371.4,64095.2,2258745550.9957,1706867158.7100017,1.206,60.0,50.0
2024-07-19 12:00:00,64095.6,65870.0,64010.1,65791.5,6120122062.5891,1733523180.7500017,1.1801,60.0,50.0
2024-07-19 16:00:00,65791.5,67362.8,65784.0,67107.8,6428123477.0016,1857912807.63,1.1501,60.0,50.0
2024-07-19 20:00:00,67107.8,67320.9,66590.9,66627.9,1804191142.7011,2005866485.0591989,1.1547,60.0,50.0
2024-07-20 00:00:00,66627.9,66797.0,66159.1,66568.7,1487487223.8666,1979833329.208,1.12,74.0,50.0
2024-07-20 04:00:00,66568.7,66729.0,66401.0,66526.3,752610323.9213,1973369288.1083984,1.1277,74.0,50.0
2024-07-20 08:00:00,66526.4,66700.0,66422.9,66445.9,739939636.4761,1963913523.5999992,1.1478,74.0,50.0
2024-07-20 12:00:00,66446.0,66799.9,66241.4,66797.0,1172846425.3801,1960452783.6919992,1.1519,74.0,50.0
2024-07-20 16:00:00,66797.0,67648.7,66632.0,67195.0,2770611307.9642,1953121464.245,1.1683,74.0,50.0
2024-07-20 20:00:00,67195.0,67412.4,66737.7,67095.6,1333882753.0451,1924918753.9609995,1.1683,74.0,50.0
2024-07-21 00:00:00,67095.6,67400.0,66918.4,67145.8,880768295.1593,1916958084.5745,1.1492,74.0,50.0
2024-07-21 04:00:00,67145.8,67194.3,66560.0,66670.0,1228879988.964,1926289763.586,1.1404,74.0,50.0
2024-07-21 08:00:00,66669.9,67040.4,66645.6,66845.4,772866521.9136,1941434158.6019995,1.1345,74.0,50.0
2024-07-21 12:00:00,66845.4,67498.0,66571.3,67130.9,2097671887.7542,1937224957.5316,1.1372,74.0,50.0
2024-07-21 16:00:00,67130.9,67719.8,65750.0,67391.4,6001099127.9964,1959400894.3199987,1.145,74.0,50.0
2024-07-21 20:00:00,67391.5,68351.2,67239.9,68138.0,2930177728.214,1873404486.9567995,1.1617,74.0,50.0
2024-07-22 00:00:00,68138.0,68459.7,67700.0,67847.3,1997181945.8485,1862425480.1867,1.1664,70.0,50.0
2024-07-22 04:00:00,67847.3,67966.0,67100.0,67210.3,1809057505.7381,1892144353.1398995,1.158,70.0,50.0
2024-07-22 08:00:00,67210.4,67571.4,66904.2,67479.1,1401887520.4132,1868622778.2744,1.1538,70.0,50.0
2024-07-22 12:00:00,67479.1,67932.2,66538.6,67044.3,3768544037.7324,1872811725.8232,1.1796,70.0,50.0
2024-07-22 16:00:00,67044.3,68228.6,66784.1,68193.5,2329810930.3723,1868374910.3248,1.1925,70.0,50.0
2024-07-22 20:00:00,68193.6,68221.5,67202.1,67499.2,1717395426.1669,1849674708.6791005,1.1848,70.0,50.0
2024-07-23 00:00:00,67499.2,67729.3,67175.6,67437.3,1358631511.0457,1802621914.094401,1.1716,71.0,50.0
2024-07-23 04:00:00,67437.3,67493.3,66216.1,66550.0,3050000298.591,1808143726.5756004,1.1701,71.0,50.0
2024-07-23 08:00:00,66549.9,67135.5,66413.0,66641.0,2316053623.9862,1822434110.7136,1.1777,71.0,50.0
2024-07-23 12:00:00,66641.0,67338.0,65921.7,66552.8,5740487639.3419,1809856608.276,1.192,71.0,50.0
2024-07-23 16:00:00,66552.8,66745.1,65416.5,65516.1,3809523188.8665,1735673815.2172017,1.1959,71.0,50.0
2024-07-23 20:00:00,65516.2,66040.0,65453.4,65916.4,1705775722.848,1685437520.4000015,1.1964,71.0,50.0
2024-07-24 00:00:00,65916.3,66135.5,65450.8,66027.5,1528810608.2855,1641870392.400002,1.207,69.0,50.0
2024-07-24 04:00:00,66027.4,66056.0,65577.5,66049.0,1088347857.0218,1637714754.9000013,1.2099,69.0,50.0
2024-07-24 08:00:00,66049.0,66590.0,65974.9,66345.7,1881997498.2609,1648302299.640001,1.2104,69.0,50.0
2024-07-24 12:00:00,66345.7,67087.3,66066.0,66155.7,4260140264.7679,1686487352.0439017,1.1997,69.0,50.0
2024-07-24 16:00:00,66155.8,66687.9,65537.0,65631.8,3059406469.9268,1668426027.0156004,1.1925,69.0,50.0
2024-07-24 20:00:00,65631.8,66059.7,65040.5,65350.8,2401373312.91,1632976983.2916012,1.1925,69.0,50.0
2024-07-25 00:00:00,65350.7,65606.3,63823.3,64074.0,5556257569.1474,1580565736.133302,1.2026,68.0,50.0
2024-07-25 04:00:00,64073.9,64378.0,63800.0,64115.1,1869128576.6937,1520521170.3792024,1.2447,68.0,50.0
2024-07-25 08:00:00,64115.0,64474.2,63857.2,64082.6,2067436748.2683,1539203749.900002,1.2712,68.0,50.0
2024-07-25 12:00:00,64082.6,64993.6,63456.7,64773.3,5513060874.2625,1549096031.692001,1.2748,68.0,50.0
2024-07-25 16:00:00,64773.3,65170.0,64357.5,64669.5,2803705595.075,1624790458.7993,1.264,68.0,50.0
2024-07-25 20:00:00,64669.5,66144.0,64390.8,65773.0,2813417956.7465,1573094402.3694017,1.2538,68.0,50.0
2024-07-26 00:00:00,65773.0,67470.4,65688.2,67014.0,3622802861.0127,1558531693.807203,1.2442,68.0,50.0
2024-07-26 04:00:00,67014.0,67168.2,66839.5,66873.8,1833753943.5981,1597397640.6412015,1.2287,68.0,50.0
2024-07-26 08:00:00,66873.7,67466.0,66873.7,67293.9,1682923396.7014,1597131819.0912027,1.208,68.0,50.0
2024-07-26 12:00:00,67293.9,67982.4,66865.7,67528.0,4682929591.459,1713544729.0275028,1.193,68.0,50.0
2024-07-26 16:00:00,67527.9,68143.0,67277.0,67957.2,2039304470.234,1738728469.724402,1.1815,68.0,50.0
2024-07-26 20:00:00,67957.2,68200.0,67365.0,67882.5,1969631881.9597,1702746316.0000029,1.1867,68.0,50.0
2024-07-27 00:00:00,67882.5,68055.6,67588.3,67766.2,1029559979.7172,1711853752.5300028,1.1796,72.0,50.0
2024-07-27 04:00:00,67766.2,68278.8,67752.1,68013.6,1205409181.2689,1722578310.2127025,1.1631,72.0,50.0
2024-07-27 08:00:00,68013.5,68244.6,67864.8,68184.7,990597415.5692,1766683834.761402,1.1668,72.0,50.0
2024-07-27 12:00:00,68184.7,69381.7,68162.9,68822.0,4758532123.1527,1799912088.2008011,1.1636,72.0,50.0
2024-07-27 16:00:00,68821.9,68976.4,67538.4,68209.2,4201726909.3014,1867782511.554001,1.1678,72.0,50.0
2024-07-27 20:00:00,68209.3,69200.0,66624.5,67873.8,10379865006.4192,1810001497.3480017,1.1825,72.0,50.0
2024-07-28 00:00:00,67873.7,68246.6,67222.7,67910.9,1510038480.5831,1691175055.937503,1.165,71.0,50.0
